,agent_activation_regime,influence_error_distribution,influence_model,network_structure_model,population_size
993,uniform,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),10000
994,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",100
995,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",1000
996,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",10000
997,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",100
998,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",1000
999,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",10000
1000,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",100
1001,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",1000
1002,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",10000
1003,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",100
1004,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",1000
1005,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",10000
1006,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",100
1007,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",1000
1008,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",10000
1009,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",100
1010,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",1000
1011,uniform,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",10000
1012,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",100
1013,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",1000
1014,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",10000
1015,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",100
1016,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",1000
1017,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",10000
1018,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",100
1019,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",1000
1020,uniform,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",10000
1021,uniform,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),100
1022,uniform,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),1000
1023,uniform,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),10000
1024,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",100
1025,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",1000
1026,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",10000
1027,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",100
1028,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",1000
1029,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",10000
1030,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",100
1031,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",1000
1032,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",10000
1033,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",100
1034,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",1000
1035,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",10000
1036,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",100
1037,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",1000
1038,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",10000
1039,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",100
1040,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",1000
1041,uniform,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",10000
1042,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",100
1043,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",1000
1044,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",10000
1045,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",100
1046,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",1000
1047,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",10000
1048,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",100
1049,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",1000
1050,uniform,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",10000
1051,uniform,"N(0, 0.2)",standard_model,erdos_renyi_random(N),100
1052,uniform,"N(0, 0.2)",standard_model,erdos_renyi_random(N),1000
1053,uniform,"N(0, 0.2)",standard_model,erdos_renyi_random(N),10000
1054,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",100
1055,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",1000
1056,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",10000
1057,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",100
1058,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",1000
1059,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",10000
1060,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",100
1061,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",1000
1062,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",10000
1063,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",100
1064,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",1000
1065,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",10000
1066,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",100
1067,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",1000
1068,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",10000
1069,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",100
1070,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",1000
1071,uniform,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",10000
1072,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 1)",100
1073,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 1)",1000
1074,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 1)",10000
1075,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 3)",100
1076,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 3)",1000
1077,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 3)",10000
1078,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 5)",100
1079,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 5)",1000
1080,uniform,"N(0, 0.2)",standard_model,"scale_free(N, 5)",10000
1081,uniform,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),100
1082,uniform,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),1000
1083,uniform,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),10000
1084,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",100
1085,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",1000
1086,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",10000
1087,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",100
1088,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",1000
1089,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",10000
1090,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",100
1091,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",1000
1092,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",10000
1093,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",100
1094,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",1000
1095,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",10000
1096,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",100
1097,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",1000
1098,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",10000
1099,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",100
1100,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",1000
1101,uniform,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",10000
1102,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",100
1103,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",1000
1104,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",10000
1105,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",100
1106,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",1000
1107,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",10000
1108,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",100
1109,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",1000
1110,uniform,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",10000
1111,uniform,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),100
1112,uniform,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),1000
1113,uniform,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),10000
1114,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",100
1115,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
1116,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
1117,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",100
1118,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
1119,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
1120,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",100
1121,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
1122,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
1123,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",100
1124,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
1125,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
1126,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",100
1127,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
1128,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
1129,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",100
1130,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
1131,uniform,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
1132,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",100
1133,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",1000
1134,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",10000
1135,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",100
1136,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",1000
1137,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",10000
1138,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",100
1139,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",1000
1140,uniform,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",10000
1141,uniform,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),100
1142,uniform,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),1000
1143,uniform,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),10000
1144,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",100
1145,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",1000
1146,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",10000
1147,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",100
1148,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",1000
1149,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",10000
1150,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",100
1151,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",1000
1152,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",10000
1153,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",100
1154,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",1000
1155,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",10000
1156,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",100
1157,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",1000
1158,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",10000
1159,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",100
1160,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",1000
1161,uniform,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",10000
1162,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",100
1163,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",1000
1164,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",10000
1165,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",100
1166,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",1000
1167,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",10000
1168,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",100
1169,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",1000
1170,uniform,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",10000
1171,uniform,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),100
1172,uniform,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),1000
1173,uniform,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),10000
1174,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",100
1175,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",1000
1176,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",10000
1177,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",100
1178,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",1000
1179,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",10000
1180,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",100
1181,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",1000
1182,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",10000
1183,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",100
1184,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",1000
1185,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",10000
1186,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",100
1187,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",1000
1188,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",10000
1189,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",100
1190,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",1000
1191,uniform,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",10000
1192,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",100
1193,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",1000
1194,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",10000
1195,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",100
1196,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",1000
1197,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",10000
1198,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",100
1199,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",1000
1200,uniform,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",10000
1201,random,none,standard_model,erdos_renyi_random(N),100
1202,random,none,standard_model,erdos_renyi_random(N),1000
1203,random,none,standard_model,erdos_renyi_random(N),10000
1204,random,none,standard_model,"small_world(N, 0.0, 3)",100
1205,random,none,standard_model,"small_world(N, 0.0, 3)",1000
1206,random,none,standard_model,"small_world(N, 0.0, 3)",10000
1207,random,none,standard_model,"small_world(N, 0.0, 10)",100
1208,random,none,standard_model,"small_world(N, 0.0, 10)",1000
1209,random,none,standard_model,"small_world(N, 0.0, 10)",10000
1210,random,none,standard_model,"small_world(N, 0.33, 3)",100
1211,random,none,standard_model,"small_world(N, 0.33, 3)",1000
1212,random,none,standard_model,"small_world(N, 0.33, 3)",10000
1213,random,none,standard_model,"small_world(N, 0.33, 10)",100
1214,random,none,standard_model,"small_world(N, 0.33, 10)",1000
1215,random,none,standard_model,"small_world(N, 0.33, 10)",10000
1216,random,none,standard_model,"small_world(N, 0.66, 3)",100
1217,random,none,standard_model,"small_world(N, 0.66, 3)",1000
1218,random,none,standard_model,"small_world(N, 0.66, 3)",10000
1219,random,none,standard_model,"small_world(N, 0.66, 10)",100
1220,random,none,standard_model,"small_world(N, 0.66, 10)",1000
1221,random,none,standard_model,"small_world(N, 0.66, 10)",10000
1222,random,none,standard_model,"scale_free(N, 1)",100
1223,random,none,standard_model,"scale_free(N, 1)",1000
1224,random,none,standard_model,"scale_free(N, 1)",10000
1225,random,none,standard_model,"scale_free(N, 3)",100
1226,random,none,standard_model,"scale_free(N, 3)",1000
1227,random,none,standard_model,"scale_free(N, 3)",10000
1228,random,none,standard_model,"scale_free(N, 5)",100
1229,random,none,standard_model,"scale_free(N, 5)",1000
1230,random,none,standard_model,"scale_free(N, 5)",10000
1231,random,none,similarity_bias,erdos_renyi_random(N),100
1232,random,none,similarity_bias,erdos_renyi_random(N),1000
1233,random,none,similarity_bias,erdos_renyi_random(N),10000
1234,random,none,similarity_bias,"small_world(N, 0.0, 3)",100
1235,random,none,similarity_bias,"small_world(N, 0.0, 3)",1000
1236,random,none,similarity_bias,"small_world(N, 0.0, 3)",10000
1237,random,none,similarity_bias,"small_world(N, 0.0, 10)",100
1238,random,none,similarity_bias,"small_world(N, 0.0, 10)",1000
1239,random,none,similarity_bias,"small_world(N, 0.0, 10)",10000
1240,random,none,similarity_bias,"small_world(N, 0.33, 3)",100
1241,random,none,similarity_bias,"small_world(N, 0.33, 3)",1000
1242,random,none,similarity_bias,"small_world(N, 0.33, 3)",10000
1243,random,none,similarity_bias,"small_world(N, 0.33, 10)",100
1244,random,none,similarity_bias,"small_world(N, 0.33, 10)",1000
1245,random,none,similarity_bias,"small_world(N, 0.33, 10)",10000
1246,random,none,similarity_bias,"small_world(N, 0.66, 3)",100
1247,random,none,similarity_bias,"small_world(N, 0.66, 3)",1000
1248,random,none,similarity_bias,"small_world(N, 0.66, 3)",10000
1249,random,none,similarity_bias,"small_world(N, 0.66, 10)",100
1250,random,none,similarity_bias,"small_world(N, 0.66, 10)",1000
1251,random,none,similarity_bias,"small_world(N, 0.66, 10)",10000
1252,random,none,similarity_bias,"scale_free(N, 1)",100
1253,random,none,similarity_bias,"scale_free(N, 1)",1000
1254,random,none,similarity_bias,"scale_free(N, 1)",10000
1255,random,none,similarity_bias,"scale_free(N, 3)",100
1256,random,none,similarity_bias,"scale_free(N, 3)",1000
1257,random,none,similarity_bias,"scale_free(N, 3)",10000
1258,random,none,similarity_bias,"scale_free(N, 5)",100
1259,random,none,similarity_bias,"scale_free(N, 5)",1000
1260,random,none,similarity_bias,"scale_free(N, 5)",10000
1261,random,none,attractive_repulsive,erdos_renyi_random(N),100
1262,random,none,attractive_repulsive,erdos_renyi_random(N),1000
1263,random,none,attractive_repulsive,erdos_renyi_random(N),10000
1264,random,none,attractive_repulsive,"small_world(N, 0.0, 3)",100
1265,random,none,attractive_repulsive,"small_world(N, 0.0, 3)",1000
1266,random,none,attractive_repulsive,"small_world(N, 0.0, 3)",10000
1267,random,none,attractive_repulsive,"small_world(N, 0.0, 10)",100
1268,random,none,attractive_repulsive,"small_world(N, 0.0, 10)",1000
1269,random,none,attractive_repulsive,"small_world(N, 0.0, 10)",10000
1270,random,none,attractive_repulsive,"small_world(N, 0.33, 3)",100
1271,random,none,attractive_repulsive,"small_world(N, 0.33, 3)",1000
1272,random,none,attractive_repulsive,"small_world(N, 0.33, 3)",10000
1273,random,none,attractive_repulsive,"small_world(N, 0.33, 10)",100
1274,random,none,attractive_repulsive,"small_world(N, 0.33, 10)",1000
1275,random,none,attractive_repulsive,"small_world(N, 0.33, 10)",10000
1276,random,none,attractive_repulsive,"small_world(N, 0.66, 3)",100
1277,random,none,attractive_repulsive,"small_world(N, 0.66, 3)",1000
1278,random,none,attractive_repulsive,"small_world(N, 0.66, 3)",10000
1279,random,none,attractive_repulsive,"small_world(N, 0.66, 10)",100
1280,random,none,attractive_repulsive,"small_world(N, 0.66, 10)",1000
1281,random,none,attractive_repulsive,"small_world(N, 0.66, 10)",10000
1282,random,none,attractive_repulsive,"scale_free(N, 1)",100
1283,random,none,attractive_repulsive,"scale_free(N, 1)",1000
1284,random,none,attractive_repulsive,"scale_free(N, 1)",10000
1285,random,none,attractive_repulsive,"scale_free(N, 3)",100
1286,random,none,attractive_repulsive,"scale_free(N, 3)",1000
1287,random,none,attractive_repulsive,"scale_free(N, 3)",10000
1288,random,none,attractive_repulsive,"scale_free(N, 5)",100
1289,random,none,attractive_repulsive,"scale_free(N, 5)",1000
1290,random,none,attractive_repulsive,"scale_free(N, 5)",10000
1291,random,none,random_adoption,erdos_renyi_random(N),100
1292,random,none,random_adoption,erdos_renyi_random(N),1000
1293,random,none,random_adoption,erdos_renyi_random(N),10000
1294,random,none,random_adoption,"small_world(N, 0.0, 3)",100
1295,random,none,random_adoption,"small_world(N, 0.0, 3)",1000
1296,random,none,random_adoption,"small_world(N, 0.0, 3)",10000
1297,random,none,random_adoption,"small_world(N, 0.0, 10)",100
1298,random,none,random_adoption,"small_world(N, 0.0, 10)",1000
1299,random,none,random_adoption,"small_world(N, 0.0, 10)",10000
1300,random,none,random_adoption,"small_world(N, 0.33, 3)",100
1301,random,none,random_adoption,"small_world(N, 0.33, 3)",1000
1302,random,none,random_adoption,"small_world(N, 0.33, 3)",10000
1303,random,none,random_adoption,"small_world(N, 0.33, 10)",100
1304,random,none,random_adoption,"small_world(N, 0.33, 10)",1000
1305,random,none,random_adoption,"small_world(N, 0.33, 10)",10000
1306,random,none,random_adoption,"small_world(N, 0.66, 3)",100
1307,random,none,random_adoption,"small_world(N, 0.66, 3)",1000
1308,random,none,random_adoption,"small_world(N, 0.66, 3)",10000
1309,random,none,random_adoption,"small_world(N, 0.66, 10)",100
1310,random,none,random_adoption,"small_world(N, 0.66, 10)",1000
1311,random,none,random_adoption,"small_world(N, 0.66, 10)",10000
1312,random,none,random_adoption,"scale_free(N, 1)",100
1313,random,none,random_adoption,"scale_free(N, 1)",1000
1314,random,none,random_adoption,"scale_free(N, 1)",10000
1315,random,none,random_adoption,"scale_free(N, 3)",100
1316,random,none,random_adoption,"scale_free(N, 3)",1000
1317,random,none,random_adoption,"scale_free(N, 3)",10000
1318,random,none,random_adoption,"scale_free(N, 5)",100
1319,random,none,random_adoption,"scale_free(N, 5)",1000
1320,random,none,random_adoption,"scale_free(N, 5)",10000
1321,random,none,nonlinear,erdos_renyi_random(N),100
1322,random,none,nonlinear,erdos_renyi_random(N),1000
1323,random,none,nonlinear,erdos_renyi_random(N),10000
1324,random,none,nonlinear,"small_world(N, 0.0, 3)",100
1325,random,none,nonlinear,"small_world(N, 0.0, 3)",1000
1326,random,none,nonlinear,"small_world(N, 0.0, 3)",10000
1327,random,none,nonlinear,"small_world(N, 0.0, 10)",100
1328,random,none,nonlinear,"small_world(N, 0.0, 10)",1000
1329,random,none,nonlinear,"small_world(N, 0.0, 10)",10000
1330,random,none,nonlinear,"small_world(N, 0.33, 3)",100
1331,random,none,nonlinear,"small_world(N, 0.33, 3)",1000
1332,random,none,nonlinear,"small_world(N, 0.33, 3)",10000
1333,random,none,nonlinear,"small_world(N, 0.33, 10)",100
1334,random,none,nonlinear,"small_world(N, 0.33, 10)",1000
1335,random,none,nonlinear,"small_world(N, 0.33, 10)",10000
1336,random,none,nonlinear,"small_world(N, 0.66, 3)",100
1337,random,none,nonlinear,"small_world(N, 0.66, 3)",1000
1338,random,none,nonlinear,"small_world(N, 0.66, 3)",10000
1339,random,none,nonlinear,"small_world(N, 0.66, 10)",100
1340,random,none,nonlinear,"small_world(N, 0.66, 10)",1000
1341,random,none,nonlinear,"small_world(N, 0.66, 10)",10000
1342,random,none,nonlinear,"scale_free(N, 1)",100
1343,random,none,nonlinear,"scale_free(N, 1)",1000
1344,random,none,nonlinear,"scale_free(N, 1)",10000
1345,random,none,nonlinear,"scale_free(N, 3)",100
1346,random,none,nonlinear,"scale_free(N, 3)",1000
1347,random,none,nonlinear,"scale_free(N, 3)",10000
1348,random,none,nonlinear,"scale_free(N, 5)",100
1349,random,none,nonlinear,"scale_free(N, 5)",1000
1350,random,none,nonlinear,"scale_free(N, 5)",10000
1351,random,"N(0, 0.05)",standard_model,erdos_renyi_random(N),100
1352,random,"N(0, 0.05)",standard_model,erdos_renyi_random(N),1000
1353,random,"N(0, 0.05)",standard_model,erdos_renyi_random(N),10000
1354,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",100
1355,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",1000
1356,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",10000
1357,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",100
1358,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",1000
1359,random,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",10000
1360,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",100
1361,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",1000
1362,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",10000
1363,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",100
1364,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",1000
1365,random,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",10000
1366,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",100
1367,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",1000
1368,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",10000
