,agent_activation_regime,influence_error_distribution,influence_model,network_structure_model,population_size
623,uniform,none,standard_model,"scale_free(N, 1)",1000
624,uniform,none,standard_model,"scale_free(N, 1)",10000
625,uniform,none,standard_model,"scale_free(N, 3)",100
626,uniform,none,standard_model,"scale_free(N, 3)",1000
627,uniform,none,standard_model,"scale_free(N, 3)",10000
628,uniform,none,standard_model,"scale_free(N, 5)",100
629,uniform,none,standard_model,"scale_free(N, 5)",1000
630,uniform,none,standard_model,"scale_free(N, 5)",10000
631,uniform,none,similarity_bias,erdos_renyi_random(N),100
632,uniform,none,similarity_bias,erdos_renyi_random(N),1000
633,uniform,none,similarity_bias,erdos_renyi_random(N),10000
634,uniform,none,similarity_bias,"small_world(N, 0.0, 3)",100
635,uniform,none,similarity_bias,"small_world(N, 0.0, 3)",1000
636,uniform,none,similarity_bias,"small_world(N, 0.0, 3)",10000
637,uniform,none,similarity_bias,"small_world(N, 0.0, 10)",100
638,uniform,none,similarity_bias,"small_world(N, 0.0, 10)",1000
639,uniform,none,similarity_bias,"small_world(N, 0.0, 10)",10000
640,uniform,none,similarity_bias,"small_world(N, 0.33, 3)",100
641,uniform,none,similarity_bias,"small_world(N, 0.33, 3)",1000
642,uniform,none,similarity_bias,"small_world(N, 0.33, 3)",10000
643,uniform,none,similarity_bias,"small_world(N, 0.33, 10)",100
644,uniform,none,similarity_bias,"small_world(N, 0.33, 10)",1000
645,uniform,none,similarity_bias,"small_world(N, 0.33, 10)",10000
646,uniform,none,similarity_bias,"small_world(N, 0.66, 3)",100
647,uniform,none,similarity_bias,"small_world(N, 0.66, 3)",1000
648,uniform,none,similarity_bias,"small_world(N, 0.66, 3)",10000
649,uniform,none,similarity_bias,"small_world(N, 0.66, 10)",100
650,uniform,none,similarity_bias,"small_world(N, 0.66, 10)",1000
651,uniform,none,similarity_bias,"small_world(N, 0.66, 10)",10000
652,uniform,none,similarity_bias,"scale_free(N, 1)",100
653,uniform,none,similarity_bias,"scale_free(N, 1)",1000
654,uniform,none,similarity_bias,"scale_free(N, 1)",10000
655,uniform,none,similarity_bias,"scale_free(N, 3)",100
656,uniform,none,similarity_bias,"scale_free(N, 3)",1000
657,uniform,none,similarity_bias,"scale_free(N, 3)",10000
658,uniform,none,similarity_bias,"scale_free(N, 5)",100
659,uniform,none,similarity_bias,"scale_free(N, 5)",1000
660,uniform,none,similarity_bias,"scale_free(N, 5)",10000
661,uniform,none,attractive_repulsive,erdos_renyi_random(N),100
662,uniform,none,attractive_repulsive,erdos_renyi_random(N),1000
663,uniform,none,attractive_repulsive,erdos_renyi_random(N),10000
664,uniform,none,attractive_repulsive,"small_world(N, 0.0, 3)",100
665,uniform,none,attractive_repulsive,"small_world(N, 0.0, 3)",1000
666,uniform,none,attractive_repulsive,"small_world(N, 0.0, 3)",10000
667,uniform,none,attractive_repulsive,"small_world(N, 0.0, 10)",100
668,uniform,none,attractive_repulsive,"small_world(N, 0.0, 10)",1000
669,uniform,none,attractive_repulsive,"small_world(N, 0.0, 10)",10000
670,uniform,none,attractive_repulsive,"small_world(N, 0.33, 3)",100
671,uniform,none,attractive_repulsive,"small_world(N, 0.33, 3)",1000
672,uniform,none,attractive_repulsive,"small_world(N, 0.33, 3)",10000
673,uniform,none,attractive_repulsive,"small_world(N, 0.33, 10)",100
674,uniform,none,attractive_repulsive,"small_world(N, 0.33, 10)",1000
675,uniform,none,attractive_repulsive,"small_world(N, 0.33, 10)",10000
676,uniform,none,attractive_repulsive,"small_world(N, 0.66, 3)",100
677,uniform,none,attractive_repulsive,"small_world(N, 0.66, 3)",1000
678,uniform,none,attractive_repulsive,"small_world(N, 0.66, 3)",10000
679,uniform,none,attractive_repulsive,"small_world(N, 0.66, 10)",100
680,uniform,none,attractive_repulsive,"small_world(N, 0.66, 10)",1000
681,uniform,none,attractive_repulsive,"small_world(N, 0.66, 10)",10000
682,uniform,none,attractive_repulsive,"scale_free(N, 1)",100
683,uniform,none,attractive_repulsive,"scale_free(N, 1)",1000
684,uniform,none,attractive_repulsive,"scale_free(N, 1)",10000
685,uniform,none,attractive_repulsive,"scale_free(N, 3)",100
686,uniform,none,attractive_repulsive,"scale_free(N, 3)",1000
687,uniform,none,attractive_repulsive,"scale_free(N, 3)",10000
688,uniform,none,attractive_repulsive,"scale_free(N, 5)",100
689,uniform,none,attractive_repulsive,"scale_free(N, 5)",1000
690,uniform,none,attractive_repulsive,"scale_free(N, 5)",10000
691,uniform,none,random_adoption,erdos_renyi_random(N),100
692,uniform,none,random_adoption,erdos_renyi_random(N),1000
693,uniform,none,random_adoption,erdos_renyi_random(N),10000
694,uniform,none,random_adoption,"small_world(N, 0.0, 3)",100
695,uniform,none,random_adoption,"small_world(N, 0.0, 3)",1000
696,uniform,none,random_adoption,"small_world(N, 0.0, 3)",10000
697,uniform,none,random_adoption,"small_world(N, 0.0, 10)",100
698,uniform,none,random_adoption,"small_world(N, 0.0, 10)",1000
699,uniform,none,random_adoption,"small_world(N, 0.0, 10)",10000
700,uniform,none,random_adoption,"small_world(N, 0.33, 3)",100
701,uniform,none,random_adoption,"small_world(N, 0.33, 3)",1000
702,uniform,none,random_adoption,"small_world(N, 0.33, 3)",10000
703,uniform,none,random_adoption,"small_world(N, 0.33, 10)",100
704,uniform,none,random_adoption,"small_world(N, 0.33, 10)",1000
705,uniform,none,random_adoption,"small_world(N, 0.33, 10)",10000
706,uniform,none,random_adoption,"small_world(N, 0.66, 3)",100
707,uniform,none,random_adoption,"small_world(N, 0.66, 3)",1000
708,uniform,none,random_adoption,"small_world(N, 0.66, 3)",10000
709,uniform,none,random_adoption,"small_world(N, 0.66, 10)",100
710,uniform,none,random_adoption,"small_world(N, 0.66, 10)",1000
711,uniform,none,random_adoption,"small_world(N, 0.66, 10)",10000
712,uniform,none,random_adoption,"scale_free(N, 1)",100
713,uniform,none,random_adoption,"scale_free(N, 1)",1000
714,uniform,none,random_adoption,"scale_free(N, 1)",10000
715,uniform,none,random_adoption,"scale_free(N, 3)",100
716,uniform,none,random_adoption,"scale_free(N, 3)",1000
717,uniform,none,random_adoption,"scale_free(N, 3)",10000
718,uniform,none,random_adoption,"scale_free(N, 5)",100
719,uniform,none,random_adoption,"scale_free(N, 5)",1000
720,uniform,none,random_adoption,"scale_free(N, 5)",10000
721,uniform,none,nonlinear,erdos_renyi_random(N),100
722,uniform,none,nonlinear,erdos_renyi_random(N),1000
723,uniform,none,nonlinear,erdos_renyi_random(N),10000
724,uniform,none,nonlinear,"small_world(N, 0.0, 3)",100
725,uniform,none,nonlinear,"small_world(N, 0.0, 3)",1000
726,uniform,none,nonlinear,"small_world(N, 0.0, 3)",10000
727,uniform,none,nonlinear,"small_world(N, 0.0, 10)",100
728,uniform,none,nonlinear,"small_world(N, 0.0, 10)",1000
729,uniform,none,nonlinear,"small_world(N, 0.0, 10)",10000
730,uniform,none,nonlinear,"small_world(N, 0.33, 3)",100
731,uniform,none,nonlinear,"small_world(N, 0.33, 3)",1000
732,uniform,none,nonlinear,"small_world(N, 0.33, 3)",10000
733,uniform,none,nonlinear,"small_world(N, 0.33, 10)",100
734,uniform,none,nonlinear,"small_world(N, 0.33, 10)",1000
735,uniform,none,nonlinear,"small_world(N, 0.33, 10)",10000
736,uniform,none,nonlinear,"small_world(N, 0.66, 3)",100
737,uniform,none,nonlinear,"small_world(N, 0.66, 3)",1000
738,uniform,none,nonlinear,"small_world(N, 0.66, 3)",10000
739,uniform,none,nonlinear,"small_world(N, 0.66, 10)",100
740,uniform,none,nonlinear,"small_world(N, 0.66, 10)",1000
741,uniform,none,nonlinear,"small_world(N, 0.66, 10)",10000
742,uniform,none,nonlinear,"scale_free(N, 1)",100
743,uniform,none,nonlinear,"scale_free(N, 1)",1000
744,uniform,none,nonlinear,"scale_free(N, 1)",10000
745,uniform,none,nonlinear,"scale_free(N, 3)",100
746,uniform,none,nonlinear,"scale_free(N, 3)",1000
747,uniform,none,nonlinear,"scale_free(N, 3)",10000
748,uniform,none,nonlinear,"scale_free(N, 5)",100
749,uniform,none,nonlinear,"scale_free(N, 5)",1000
750,uniform,none,nonlinear,"scale_free(N, 5)",10000
751,uniform,"N(0, 0.05)",standard_model,erdos_renyi_random(N),100
752,uniform,"N(0, 0.05)",standard_model,erdos_renyi_random(N),1000
753,uniform,"N(0, 0.05)",standard_model,erdos_renyi_random(N),10000
754,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",100
755,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",1000
756,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",10000
757,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",100
758,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",1000
759,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",10000
760,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",100
761,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",1000
762,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 3)",10000
763,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",100
764,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",1000
765,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.33, 10)",10000
766,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",100
767,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",1000
768,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",10000
769,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",100
770,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",1000
771,uniform,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",10000
772,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 1)",100
773,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 1)",1000
774,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 1)",10000
775,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 3)",100
776,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 3)",1000
777,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 3)",10000
778,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 5)",100
779,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 5)",1000
780,uniform,"N(0, 0.05)",standard_model,"scale_free(N, 5)",10000
781,uniform,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),100
782,uniform,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),1000
783,uniform,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),10000
784,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",100
785,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",1000
786,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",10000
787,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",100
788,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",1000
789,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",10000
790,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",100
791,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",1000
792,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",10000
793,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",100
794,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",1000
795,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",10000
796,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",100
797,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",1000
798,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",10000
799,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",100
800,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",1000
801,uniform,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",10000
802,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",100
803,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",1000
804,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",10000
805,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",100
806,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",1000
807,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",10000
808,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",100
809,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",1000
810,uniform,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",10000
811,uniform,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),100
812,uniform,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),1000
813,uniform,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),10000
814,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",100
815,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
816,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
817,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",100
818,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
819,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
820,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",100
821,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
822,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
823,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",100
824,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
825,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
826,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",100
827,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
828,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
829,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",100
830,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
831,uniform,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
832,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",100
833,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",1000
834,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",10000
835,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",100
836,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",1000
837,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",10000
838,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",100
839,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",1000
840,uniform,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",10000
841,uniform,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),100
842,uniform,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),1000
843,uniform,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),10000
844,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",100
845,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",1000
846,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",10000
847,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",100
848,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",1000
849,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",10000
850,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",100
851,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",1000
852,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",10000
853,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",100
854,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",1000
855,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",10000
856,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",100
857,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",1000
858,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",10000
859,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",100
860,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",1000
861,uniform,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",10000
862,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",100
863,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",1000
864,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",10000
865,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",100
866,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",1000
867,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",10000
868,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",100
869,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",1000
870,uniform,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",10000
871,uniform,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),100
872,uniform,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),1000
873,uniform,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),10000
874,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",100
875,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",1000
876,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",10000
877,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",100
878,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",1000
879,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",10000
880,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",100
881,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",1000
882,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",10000
883,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",100
884,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",1000
885,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",10000
886,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",100
887,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",1000
888,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",10000
889,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",100
890,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",1000
891,uniform,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",10000
892,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",100
893,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",1000
894,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",10000
895,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",100
896,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",1000
897,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",10000
898,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",100
899,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",1000
900,uniform,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",10000
901,uniform,"N(0, 0.1)",standard_model,erdos_renyi_random(N),100
902,uniform,"N(0, 0.1)",standard_model,erdos_renyi_random(N),1000
903,uniform,"N(0, 0.1)",standard_model,erdos_renyi_random(N),10000
904,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",100
905,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",1000
906,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",10000
907,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",100
908,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",1000
909,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",10000
910,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",100
911,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",1000
912,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",10000
913,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",100
914,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",1000
915,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",10000
916,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",100
917,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",1000
918,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",10000
919,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",100
920,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",1000
921,uniform,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",10000
922,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 1)",100
923,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 1)",1000
924,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 1)",10000
925,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 3)",100
926,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 3)",1000
927,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 3)",10000
928,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 5)",100
929,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 5)",1000
930,uniform,"N(0, 0.1)",standard_model,"scale_free(N, 5)",10000
931,uniform,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),100
932,uniform,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),1000
933,uniform,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),10000
934,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",100
935,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",1000
936,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",10000
937,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",100
938,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",1000
939,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",10000
940,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",100
941,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",1000
942,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",10000
943,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",100
944,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",1000
945,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",10000
946,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",100
947,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",1000
948,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",10000
949,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",100
950,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",1000
951,uniform,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",10000
952,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",100
953,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",1000
954,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",10000
955,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",100
956,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",1000
957,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",10000
958,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",100
959,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",1000
960,uniform,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",10000
961,uniform,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),100
962,uniform,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),1000
963,uniform,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),10000
964,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",100
965,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
966,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
967,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",100
968,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
969,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
970,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",100
971,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
972,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
973,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",100
974,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
975,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
976,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",100
977,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
978,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
979,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",100
980,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
981,uniform,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
982,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",100
983,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",1000
984,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",10000
985,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",100
986,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",1000
987,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",10000
988,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",100
989,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",1000
990,uniform,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",10000
991,uniform,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),100
992,uniform,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),1000
